multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad
897,MVU4688,2023-09-01,08:33,90.0,60,AV LIBERTADOR,R03,IMPAGA,30.0,27.0
904,VTIIAHV,1932-01-01,00:00,85.0,60,AV SIEMPRE VIVA,R02,PAGADA,25.0,22.0
906,41RSTZ,1932-01-01,09:41,57.0,40,AV LIBERTADOR,R01,APELADA,17.0,15.0
909,691XC80,1932-01-01,08:34,117.0,80,AV LIBERTADOR,R02,IMPAGA,37.0,33.0
914,UM96201,1932-01-01,18:41,96.0,80,AV LIBERTADOR,R01,APELADA,16.0,12.0
920,DK414N,1932-01-01,09:42,142.0,80,AV LIBERTADOR,R02,APELADA,62.0,58.0
923,8B90638,1932-01-01,08:35,111.0,80,RUTA 9,R03,PAGADA,31.0,27.0
930,0695DVH,1932-01-01,00:00,116.0,80,AV SIEMPRE VIVA,R02,ERROR,36.0,32.0
932,DK414N,1932-01-01,08:35,67.0,60,AV SIEMPRE VIVA,R01,ERROR,7.0,4.0
935,9999868,1932-01-01,14:34,87.0,80,AV SIEMPRE VIVA,R03,IMPAGA,7.0,3.0
936,41RSTZ,1932-01-01,09:42,74.0,60,RUTA 9,R01,APELADA,14.0,11.0
938,41RSTZ,1932-01-01,08:36,148.0,80,RUTA 9,R03,ERROR,68.0,64.0
946,2999961,1932-01-01,00:00,97.0,80,AV SIEMPRE VIVA,R02,PAGADA,17.0,13.0
949,NHZ1002,2020-03-15,08:36,127.0,60,AV SIEMPRE VIVA,R01,APELADA,67.0,64.0
954,VTIIAHV,1932-01-01,00:00,91.0,60,RUTA 9,R01,IMPAGA,31.0,28.0
966,M20CPR,2023-06-22,00:00,87.0,80,AV LIBERTADOR,R03,IMPAGA,7.0,3.0
967,INTIGR8,1932-01-01,08:38,81.0,60,AV LIBERTADOR,R03,IMPAGA,21.0,18.0
968,CD05601,1932-01-01,18:43,66.0,60,AV SIEMPRE VIVA,R01,APELADA,6.0,3.0
971,FVIOUHP,1932-01-01,09:44,119.0,60,RUTA 9,R01,ERROR,59.0,56.0
973,HK06YMX,1932-01-01,09:44,121.0,60,AV LIBERTADOR,R02,PAGADA,61.0,58.0
975,MVU4688,1932-01-01,18:43,132.0,60,AV LIBERTADOR,R03,ERROR,72.0,69.0
976,9999868,1932-01-01,14:35,109.0,60,AV SIEMPRE VIVA,R01,PAGADA,49.0,46.0
977,BB8986,2022-03-14,09:44,81.0,60,RUTA 9,R02,PAGADA,21.0,18.0
979,XIIUME,2023-06-18,14:36,68.0,60,AV SIEMPRE VIVA,R03,APELADA,8.0,5.0
983,YLO8WUE,1932-01-01,18:44,59.0,40,AV SIEMPRE VIVA,R01,APELADA,19.0,17.0
988,6NCE831,1932-01-01,00:00,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,48.0
992,TL03GOG,1932-01-01,08:39,128.0,60,AV LIBERTADOR,R01,IMPAGA,68.0,65.0
995,VY90540,1932-01-01,14:36,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,26.0
996,0695DVH,1932-01-01,08:39,59.0,40,AV SIEMPRE VIVA,R03,IMPAGA,19.0,17.0
997,GLEN1E,1932-01-01,00:00,83.0,40,AV LIBERTADOR,R02,PAGADA,43.0,41.0
1000,691XC80,1932-01-01,00:00,121.0,60,AV LIBERTADOR,R02,APELADA,61.0,58.0
1002,NHZ1002,1932-01-01,18:44,71.0,40,RUTA 9,R03,IMPAGA,31.0,29.0
1009,HF3461,1932-01-01,18:45,132.0,80,AV SIEMPRE VIVA,R03,APELADA,52.0,48.0
1010,OUTSTDN,1932-01-01,08:40,92.0,40,RUTA 9,R02,ERROR,52.0,50.0
1013,8B90638,2020-11-15,00:00,55.0,40,RUTA 9,R01,PAGADA,15.0,13.0
1014,WU08YWC,2020-08-29,08:40,126.0,80,RUTA 9,R01,ERROR,46.0,42.0
1018,3646HBH,1932-01-01,18:45,126.0,60,AV SIEMPRE VIVA,R03,ERROR,66.0,63.0
1019,HAMSTUR,1932-01-01,18:45,71.0,60,AV LIBERTADOR,R03,IMPAGA,11.0,8.0
1022,831MDB,1932-01-01,09:46,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0
1026,81ZFJD,1932-01-01,08:40,119.0,40,RUTA 9,R03,APELADA,79.0,77.0
1032,MVU4688,2020-01-22,09:46,138.0,60,RUTA 9,R03,IMPAGA,78.0,75.0
1035,VY90540,1932-01-01,08:41,118.0,40,AV LIBERTADOR,R02,PAGADA,78.0,76.0
1037,HF58HXP,2021-03-22,00:00,91.0,80,RUTA 9,R01,IMPAGA,11.0,7.0
1043,M20CPR,1932-01-01,00:00,140.0,60,AV LIBERTADOR,R03,APELADA,80.0,77.0
1046,9999868,1932-01-01,14:38,101.0,60,RUTA 9,R02,APELADA,41.0,38.0
1048,41RSTZ,1932-01-01,14:38,118.0,60,AV SIEMPRE VIVA,R01,PAGADA,58.0,55.0
1049,GOOGLE,1932-01-01,09:47,86.0,40,AV SIEMPRE VIVA,R01,ERROR,46.0,44.0
1053,691XC80,1932-01-01,08:41,129.0,60,AV LIBERTADOR,R03,ERROR,69.0,66.0
1062,UM96201,2023-08-10,18:47,93.0,60,AV LIBERTADOR,R03,PAGADA,33.0,30.0
1064,RFH373,1932-01-01,18:47,117.0,80,AV LIBERTADOR,R01,ERROR,37.0,33.0
1077,DK414N,1932-01-01,08:42,119.0,80,RUTA 9,R02,ERROR,39.0,35.0
1079,UW3932,1932-01-01,18:48,141.0,80,AV LIBERTADOR,R01,IMPAGA,61.0,57.0
1080,WEFLYN,1932-01-01,14:39,148.0,80,RUTA 9,R01,APELADA,68.0,64.0
1082,AWS167,2023-03-17,09:48,131.0,60,AV SIEMPRE VIVA,R03,ERROR,71.0,68.0
1085,81ZFJD,1932-01-01,18:48,123.0,80,AV LIBERTADOR,R01,IMPAGA,43.0,39.0
1088,990XYK,1932-01-01,18:48,85.0,80,AV SIEMPRE VIVA,R01,ERROR,5.0,1.0
1089,UW3932,1932-01-01,08:43,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0
1090,6611172,1932-01-01,00:00,136.0,80,AV SIEMPRE VIVA,R03,PAGADA,56.0,52.0
1091,FVIOUHP,1932-01-01,14:40,142.0,80,AV LIBERTADOR,R01,APELADA,62.0,58.0
1094,TL03GOG,2022-07-01,14:40,113.0,60,RUTA 9,R01,PAGADA,53.0,50.0
1095,GE1466,2021-02-15,14:41,86.0,40,RUTA 9,R03,PAGADA,46.0,44.0
1097,M431ZW,1932-01-01,00:00,69.0,60,AV LIBERTADOR,R02,PAGADA,9.0,6.0
1101,6EVY261,1932-01-01,18:49,47.0,40,AV SIEMPRE VIVA,R01,APELADA,7.0,5.0
1102,FD1475,1932-01-01,09:49,140.0,80,RUTA 9,R02,ERROR,60.0,56.0
1108,GN64OTP,1932-01-01,18:49,85.0,60,RUTA 9,R03,ERROR,25.0,22.0
1113,INTIGR8,1932-01-01,00:00,95.0,40,AV SIEMPRE VIVA,R02,PAGADA,55.0,53.0
1126,DK414N,1932-01-01,08:44,88.0,40,RUTA 9,R03,ERROR,48.0,46.0
1127,2999961,1932-01-01,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0
1128,INTIGR8,2023-05-25,00:00,114.0,60,AV SIEMPRE VIVA,R02,APELADA,54.0,51.0
1129,XIIUME,1932-01-01,14:42,158.0,80,AV SIEMPRE VIVA,R03,IMPAGA,78.0,74.0
1137,AWS167,1932-01-01,18:50,56.0,40,RUTA 9,R01,ERROR,16.0,14.0
1139,GLEN1E,1932-01-01,14:42,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0
1147,AI7OVF,2020-03-16,14:42,114.0,60,AV LIBERTADOR,R01,ERROR,54.0,51.0
1148,WU08YWC,1932-01-01,14:42,146.0,80,AV LIBERTADOR,R03,IMPAGA,66.0,62.0
1156,M431ZW,1932-01-01,00:00,114.0,60,AV SIEMPRE VIVA,R03,PAGADA,54.0,51.0
1162,6NCE831,1932-01-01,08:46,62.0,40,AV LIBERTADOR,R01,PAGADA,22.0,20.0
1164,AWS167,1932-01-01,08:46,85.0,40,RUTA 9,R01,IMPAGA,45.0,43.0
1167,81ZFJD,1932-01-01,09:51,113.0,40,AV SIEMPRE VIVA,R02,IMPAGA,73.0,71.0
1169,2999961,1932-01-01,00:00,155.0,80,RUTA 9,R02,APELADA,75.0,71.0
1170,81ZFJD,1932-01-01,00:00,116.0,60,AV SIEMPRE VIVA,R02,IMPAGA,56.0,53.0
1181,NHZ1002,2020-11-13,18:51,71.0,40,RUTA 9,R03,APELADA,31.0,29.0
1184,HK06YMX,1932-01-01,18:52,116.0,60,AV SIEMPRE VIVA,R01,ERROR,56.0,53.0
1186,WEFLYN,1932-01-01,09:52,121.0,60,AV LIBERTADOR,R03,ERROR,61.0,58.0
1190,FD1475,1932-01-01,00:00,58.0,40,AV LIBERTADOR,R03,ERROR,18.0,16.0
1191,WU08YWC,2020-05-01,00:00,86.0,80,AV SIEMPRE VIVA,R01,PAGADA,6.0,2.0
1193,CT5B876,1932-01-01,18:52,46.0,40,RUTA 9,R03,ERROR,6.0,4.0
1195,AI7OVF,1932-01-01,09:52,60.0,40,RUTA 9,R01,IMPAGA,20.0,18.0
1197,GOOGLE,2023-02-13,08:47,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0
1200,WU08YWC,1932-01-01,14:44,111.0,60,RUTA 9,R01,IMPAGA,51.0,48.0
1203,BB8986,1932-01-01,00:00,104.0,60,AV LIBERTADOR,R01,APELADA,44.0,41.0
1204,HF3461,1932-01-01,18:53,94.0,80,AV SIEMPRE VIVA,R01,PAGADA,14.0,10.0
1208,6611172,1932-01-01,18:53,61.0,40,AV LIBERTADOR,R03,ERROR,21.0,19.0
1209,GN64OTP,1932-01-01,09:53,118.0,80,AV LIBERTADOR,R02,PAGADA,38.0,34.0
1230,GCP332,1932-01-01,09:54,111.0,40,AV LIBERTADOR,R01,IMPAGA,71.0,69.0
1231,BHRP770,2022-12-11,14:44,115.0,60,AV LIBERTADOR,R02,APELADA,55.0,52.0
1246,WEFLYN,1932-01-01,08:49,46.0,40,RUTA 9,R02,ERROR,6.0,4.0
1254,HF58HXP,1932-01-01,00:00,86.0,80,AV SIEMPRE VIVA,R03,IMPAGA,6.0,2.0
1258,AWS167,1932-01-01,09:55,107.0,40,AV SIEMPRE VIVA,R01,APELADA,67.0,65.0
1260,FD1475,2022-01-23,08:50,79.0,60,AV SIEMPRE VIVA,R02,IMPAGA,19.0,16.0
1263,M431ZW,1932-01-01,09:55,120.0,60,RUTA 9,R03,APELADA,60.0,57.0
1264,M431ZW,2021-09-19,08:50,132.0,60,AV LIBERTADOR,R01,ERROR,72.0,69.0
1266,990XYK,1932-01-01,18:55,109.0,40,RUTA 9,R01,PAGADA,69.0,67.0
1270,UW3932,1932-01-01,08:51,117.0,80,RUTA 9,R03,IMPAGA,37.0,33.0
1272,WU341A,2022-03-02,08:51,76.0,40,AV SIEMPRE VIVA,R02,ERROR,36.0,34.0
1273,GN64OTP,1932-01-01,00:00,78.0,40,AV LIBERTADOR,R01,IMPAGA,38.0,36.0
1276,6EVY261,1932-01-01,00:00,107.0,80,AV LIBERTADOR,R02,PAGADA,27.0,23.0
1284,5777770,1932-01-01,18:56,64.0,40,AV SIEMPRE VIVA,R02,IMPAGA,24.0,22.0
1286,NHZ1002,1932-01-01,08:52,79.0,40,AV SIEMPRE VIVA,R03,IMPAGA,39.0,37.0
1289,NHZ1002,1932-01-01,14:46,146.0,80,RUTA 9,R02,ERROR,66.0,62.0
1294,TL03GOG,1932-01-01,00:00,87.0,40,RUTA 9,R01,PAGADA,47.0,45.0
1301,589222,1932-01-01,14:47,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,62.0,59.0
1302,589222,1932-01-01,18:56,64.0,60,RUTA 9,R01,ERROR,4.0,1.0
1304,8B90638,1932-01-01,09:56,94.0,80,RUTA 9,R02,APELADA,14.0,10.0
1309,2999961,2023-05-12,14:47,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0
1310,DK414N,1932-01-01,09:56,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,69.0
1313,CD05601,1932-01-01,14:47,100.0,80,AV LIBERTADOR,R01,ERROR,20.0,16.0
1315,831MDB,2022-12-06,08:54,76.0,60,AV LIBERTADOR,R02,ERROR,16.0,13.0
1318,GCP332,1932-01-01,09:56,125.0,80,AV LIBERTADOR,R03,APELADA,45.0,41.0
1321,UW3932,1932-01-01,14:48,43.0,40,RUTA 9,R03,IMPAGA,3.0,1.0
1326,VY90540,1932-01-01,18:57,145.0,80,AV LIBERTADOR,R03,APELADA,65.0,61.0
1328,W326AVE,2023-04-13,14:48,126.0,80,AV LIBERTADOR,R02,ERROR,46.0,42.0
1329,GOOGLE,2020-03-31,18:57,46.0,40,AV LIBERTADOR,R01,PAGADA,6.0,4.0
1330,VNK296GP,2020-12-05,08:54,107.0,80,RUTA 9,R01,APELADA,27.0,23.0
1331,NTHGLFT,1932-01-01,00:00,102.0,80,AV LIBERTADOR,R02,IMPAGA,22.0,18.0
1332,UM96201,1932-01-01,18:57,91.0,60,AV LIBERTADOR,R02,APELADA,31.0,28.0
1335,OUTSTDN,1932-01-01,00:00,58.0,40,RUTA 9,R01,PAGADA,18.0,16.0
1336,NHZ1002,2023-08-22,09:57,96.0,40,AV LIBERTADOR,R01,ERROR,56.0,54.0
1337,MVU4688,1932-01-01,18:57,122.0,60,AV LIBERTADOR,R03,IMPAGA,62.0,59.0
1340,9999868,2021-03-22,08:55,128.0,80,AV SIEMPRE VIVA,R03,APELADA,48.0,44.0
1342,GLEN1E,1932-01-01,09:57,130.0,60,AV SIEMPRE VIVA,R01,ERROR,70.0,67.0
1349,GOOGLE,1932-01-01,18:58,49.0,40,RUTA 9,R02,PAGADA,9.0,7.0
1352,B81JKY,1932-01-01,00:00,117.0,80,RUTA 9,R01,IMPAGA,37.0,33.0
1354,W326AVE,2021-01-11,14:48,117.0,60,RUTA 9,R03,IMPAGA,57.0,54.0
1359,0695DVH,2020-12-29,09:58,126.0,60,AV SIEMPRE VIVA,R03,PAGADA,66.0,63.0
1361,6NCE831,1932-01-01,08:55,75.0,60,AV LIBERTADOR,R01,IMPAGA,15.0,12.0
1373,41RSTZ,1932-01-01,14:48,43.0,40,AV LIBERTADOR,R01,ERROR,3.0,1.0
1374,HAMSTUR,1932-01-01,08:56,107.0,80,RUTA 9,R02,ERROR,27.0,23.0
1388,2999961,1932-01-01,14:50,118.0,80,AV LIBERTADOR,R03,IMPAGA,38.0,34.0
1389,VTIIAHV,1932-01-01,08:57,57.0,40,RUTA 9,R03,ERROR,17.0,15.0
1391,UM96201,1932-01-01,08:57,94.0,80,RUTA 9,R03,PAGADA,14.0,10.0
1394,41RSTZ,1932-01-01,08:57,137.0,80,AV LIBERTADOR,R01,ERROR,57.0,53.0
1398,TL03GOG,1932-01-01,14:50,86.0,60,RUTA 9,R01,IMPAGA,26.0,23.0
1399,XIIUME,1932-01-01,00:00,105.0,40,AV LIBERTADOR,R02,IMPAGA,65.0,63.0
1409,691XC80,1932-01-01,00:00,145.0,80,AV LIBERTADOR,R02,PAGADA,65.0,61.0
1412,GE1466,1932-01-01,14:51,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,54.0
1414,HAMSTUR,1932-01-01,14:51,147.0,80,AV SIEMPRE VIVA,R02,IMPAGA,67.0,63.0
1416,FVIOUHP,1932-01-01,10:00,100.0,80,AV LIBERTADOR,R03,ERROR,20.0,16.0
1419,W326AVE,2020-01-28,10:00,72.0,40,RUTA 9,R02,APELADA,32.0,30.0
1420,6NCE831,1932-01-01,14:52,108.0,60,AV SIEMPRE VIVA,R03,PAGADA,48.0,45.0
1424,M431ZW,2023-11-09,19:01,96.0,80,AV SIEMPRE VIVA,R02,ERROR,16.0,12.0
1427,HF3461,1932-01-01,10:00,98.0,40,AV LIBERTADOR,R01,PAGADA,58.0,56.0
1434,NTHGLFT,1932-01-01,19:02,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0
1437,BB8986,1932-01-01,10:01,102.0,80,AV LIBERTADOR,R03,PAGADA,22.0,18.0
1438,NHZ1002,1932-01-01,14:53,113.0,40,AV LIBERTADOR,R01,APELADA,73.0,71.0
1443,WU341A,1932-01-01,10:01,136.0,60,AV SIEMPRE VIVA,R01,APELADA,76.0,73.0
1449,CT5B876,1932-01-01,08:59,96.0,40,AV SIEMPRE VIVA,R02,PAGADA,56.0,54.0
1452,3646HBH,1932-01-01,08:59,154.0,80,RUTA 9,R02,ERROR,74.0,70.0
1458,VNK296GP,1932-01-01,19:03,99.0,60,AV LIBERTADOR,R01,PAGADA,39.0,36.0
1460,6611172,1932-01-01,19:03,126.0,80,RUTA 9,R01,ERROR,46.0,42.0
1463,MX60NZA,1932-01-01,14:54,73.0,40,AV SIEMPRE VIVA,R01,ERROR,33.0,31.0
1465,GLEN1E,1932-01-01,09:00,89.0,40,RUTA 9,R01,ERROR,49.0,47.0
1468,BHRP770,1932-01-01,09:00,95.0,80,AV SIEMPRE VIVA,R02,IMPAGA,15.0,11.0
1476,HK06YMX,1932-01-01,19:04,125.0,80,AV LIBERTADOR,R01,ERROR,45.0,41.0
1481,PIW4215,1932-01-01,00:00,73.0,60,AV LIBERTADOR,R01,PAGADA,13.0,10.0
1490,M20CPR,1932-01-01,14:55,93.0,80,RUTA 9,R01,IMPAGA,13.0,9.0
1491,UW3932,1932-01-01,09:02,118.0,60,AV SIEMPRE VIVA,R03,IMPAGA,58.0,55.0
1493,UM96201,1932-01-01,00:00,118.0,40,AV SIEMPRE VIVA,R03,ERROR,78.0,76.0
1495,FVIOUHP,1932-01-01,10:02,119.0,60,AV SIEMPRE VIVA,R01,PAGADA,59.0,56.0
1499,NHZ1002,1932-01-01,10:02,56.0,40,RUTA 9,R01,APELADA,16.0,14.0
1500,NTHGLFT,2022-03-23,19:05,81.0,60,RUTA 9,R02,APELADA,21.0,18.0
1504,XIIUME,1932-01-01,09:02,100.0,80,AV LIBERTADOR,R02,ERROR,20.0,16.0
1505,990XYK,1932-01-01,10:03,117.0,40,RUTA 9,R01,APELADA,77.0,75.0
1510,6NCE831,2023-08-23,00:00,109.0,80,RUTA 9,R03,ERROR,29.0,25.0
1513,NTHGLFT,1932-01-01,10:03,114.0,80,RUTA 9,R01,PAGADA,34.0,30.0
1514,GLEN1E,2022-03-09,10:03,137.0,80,RUTA 9,R02,ERROR,57.0,53.0
1516,MX60NZA,2021-05-20,14:56,99.0,60,AV SIEMPRE VIVA,R02,ERROR,39.0,36.0
1517,BHRP770,1932-01-01,19:05,101.0,40,RUTA 9,R02,IMPAGA,61.0,59.0
1519,B81JKY,1932-01-01,00:00,94.0,80,AV SIEMPRE VIVA,R02,APELADA,14.0,10.0
1521,HAMSTUR,1932-01-01,09:02,94.0,40,AV SIEMPRE VIVA,R03,APELADA,54.0,52.0
1526,TL03GOG,1932-01-01,10:04,133.0,80,AV LIBERTADOR,R02,PAGADA,53.0,49.0
1528,691XC80,1932-01-01,09:03,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,42.0
1531,M20CPR,1932-01-01,00:00,96.0,40,AV SIEMPRE VIVA,R01,APELADA,56.0,54.0
1535,HK06YMX,2021-05-07,10:04,128.0,60,RUTA 9,R01,ERROR,68.0,65.0
1541,TL03GOG,2020-07-06,19:06,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0
1542,5777770,1932-01-01,10:04,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0
1547,BX55DOG,1932-01-01,00:00,51.0,40,AV LIBERTADOR,R01,PAGADA,11.0,9.0
1549,MPX9357,1932-01-01,14:57,74.0,40,AV SIEMPRE VIVA,R01,PAGADA,34.0,32.0
1552,41RSTZ,2020-10-28,00:00,98.0,80,AV SIEMPRE VIVA,R02,PAGADA,18.0,14.0
1554,UW3932,1932-01-01,00:00,87.0,80,AV LIBERTADOR,R03,APELADA,7.0,3.0
1559,831MDB,2020-06-20,09:03,89.0,40,AV SIEMPRE VIVA,R03,IMPAGA,49.0,47.0
1562,2999961,1932-01-01,09:04,80.0,40,AV SIEMPRE VIVA,R02,APELADA,40.0,38.0
1563,W326AVE,2023-10-27,10:06,153.0,80,RUTA 9,R01,PAGADA,73.0,69.0
1565,OUTSTDN,1932-01-01,09:04,89.0,60,AV LIBERTADOR,R01,PAGADA,29.0,26.0
1566,DI2LOT,2022-01-24,09:04,71.0,40,AV LIBERTADOR,R02,PAGADA,31.0,29.0
1570,VY90540,1932-01-01,14:58,58.0,40,RUTA 9,R01,APELADA,18.0,16.0
1572,YLO8WUE,1932-01-01,19:07,119.0,60,AV LIBERTADOR,R01,IMPAGA,59.0,56.0
1573,VTIIAHV,1932-01-01,09:04,91.0,40,AV LIBERTADOR,R01,APELADA,51.0,49.0
1578,TL03GOG,1932-01-01,10:07,84.0,60,RUTA 9,R02,IMPAGA,24.0,21.0
1588,MX60NZA,1932-01-01,19:07,94.0,40,AV SIEMPRE VIVA,R02,ERROR,54.0,52.0
1589,691XC80,1932-01-01,00:00,134.0,60,AV SIEMPRE VIVA,R02,PAGADA,74.0,71.0
1590,FD1475,2022-08-09,09:06,110.0,40,AV SIEMPRE VIVA,R03,PAGADA,70.0,68.0
1595,6611172,1932-01-01,10:07,144.0,80,RUTA 9,R01,APELADA,64.0,60.0
1596,M431ZW,1932-01-01,00:00,122.0,80,AV SIEMPRE VIVA,R02,IMPAGA,42.0,38.0
1605,UW3932,2021-07-04,00:00,81.0,60,AV SIEMPRE VIVA,R03,IMPAGA,21.0,18.0
1607,810TCH,1932-01-01,14:59,49.0,40,AV LIBERTADOR,R02,APELADA,9.0,7.0
1608,WU08YWC,1932-01-01,00:00,107.0,60,AV SIEMPRE VIVA,R01,ERROR,47.0,44.0
1618,B81JKY,2022-03-28,00:00,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,42.0
1622,HF3461,1932-01-01,14:59,45.0,40,RUTA 9,R01,IMPAGA,5.0,3.0
1623,810TCH,1932-01-01,19:09,95.0,80,AV LIBERTADOR,R01,ERROR,15.0,11.0
1628,FVIOUHP,1932-01-01,00:00,135.0,60,AV LIBERTADOR,R02,IMPAGA,75.0,72.0
1630,3646HBH,1932-01-01,09:07,112.0,40,AV LIBERTADOR,R03,IMPAGA,72.0,70.0
1631,W326AVE,1932-01-01,14:59,90.0,40,AV SIEMPRE VIVA,R02,APELADA,50.0,48.0
1632,HF3461,1932-01-01,00:00,57.0,40,AV SIEMPRE VIVA,R01,APELADA,17.0,15.0
1634,B81JKY,1932-01-01,10:09,123.0,60,AV SIEMPRE VIVA,R03,PAGADA,63.0,60.0
1636,0695DVH,1932-01-01,19:10,151.0,80,RUTA 9,R02,ERROR,71.0,67.0
1641,81ZFJD,1932-01-01,15:00,91.0,60,AV LIBERTADOR,R03,ERROR,31.0,28.0
1644,WEFLYN,1932-01-01,15:00,109.0,80,AV LIBERTADOR,R03,PAGADA,29.0,25.0
1645,TL03GOG,2023-01-01,10:09,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,48.0
1647,RFH373,1932-01-01,15:00,86.0,60,RUTA 9,R02,IMPAGA,26.0,23.0
1650,41RSTZ,2022-05-17,10:10,78.0,60,RUTA 9,R02,PAGADA,18.0,15.0
1651,VNK296GP,1932-01-01,09:08,89.0,80,RUTA 9,R03,ERROR,9.0,5.0
1653,CD05601,2020-11-21,19:10,135.0,60,AV SIEMPRE VIVA,R02,PAGADA,75.0,72.0
1657,6EVY261,1932-01-01,00:00,75.0,60,AV SIEMPRE VIVA,R01,IMPAGA,15.0,12.0
1664,CD05601,1932-01-01,19:11,71.0,40,AV LIBERTADOR,R03,ERROR,31.0,29.0
1665,GOOGLE,1932-01-01,09:08,79.0,60,RUTA 9,R03,PAGADA,19.0,16.0
1668,FVIOUHP,1932-01-01,10:11,84.0,60,AV LIBERTADOR,R01,IMPAGA,24.0,21.0
1680,MPX9357,2022-06-01,09:08,151.0,80,AV LIBERTADOR,R03,APELADA,71.0,67.0
1686,FVIOUHP,2022-06-15,19:12,43.0,40,RUTA 9,R01,PAGADA,3.0,1.0
1692,HAMSTUR,1932-01-01,19:12,116.0,40,AV LIBERTADOR,R03,APELADA,76.0,74.0
1700,M20CPR,1932-01-01,09:10,97.0,80,AV SIEMPRE VIVA,R01,ERROR,17.0,13.0
1701,9999868,1932-01-01,10:12,89.0,60,RUTA 9,R01,APELADA,29.0,26.0
1702,WU08YWC,1932-01-01,19:13,80.0,40,RUTA 9,R02,PAGADA,40.0,38.0
1711,TL03GOG,1932-01-01,00:00,80.0,40,AV LIBERTADOR,R01,IMPAGA,40.0,38.0
1717,CD05601,2023-02-07,19:14,118.0,40,RUTA 9,R02,IMPAGA,78.0,76.0
1720,M431ZW,1932-01-01,10:12,86.0,60,AV LIBERTADOR,R01,ERROR,26.0,23.0
1724,8B90638,2021-09-14,15:02,104.0,80,AV SIEMPRE VIVA,R02,ERROR,24.0,20.0
1726,RFH373,2020-06-13,15:03,110.0,60,AV LIBERTADOR,R02,IMPAGA,50.0,47.0
1729,HF58HXP,1932-01-01,19:15,97.0,60,RUTA 9,R01,PAGADA,37.0,34.0
1731,B81JKY,1932-01-01,09:11,92.0,40,AV SIEMPRE VIVA,R01,APELADA,52.0,50.0
1733,UM96201,1932-01-01,19:15,125.0,80,AV LIBERTADOR,R02,APELADA,45.0,41.0
1735,AI7OVF,1932-01-01,00:00,151.0,80,AV SIEMPRE VIVA,R02,ERROR,71.0,67.0
1737,81ZFJD,1932-01-01,00:00,87.0,40,AV LIBERTADOR,R03,APELADA,47.0,45.0
1743,MVU4688,1932-01-01,19:16,72.0,40,AV SIEMPRE VIVA,R03,ERROR,32.0,30.0
1746,HF58HXP,2023-10-01,00:00,112.0,40,RUTA 9,R03,PAGADA,72.0,70.0
1749,NHZ1002,1932-01-01,19:16,102.0,40,AV SIEMPRE VIVA,R01,APELADA,62.0,60.0
1751,GE1466,1932-01-01,15:03,146.0,80,AV LIBERTADOR,R02,ERROR,66.0,62.0
1752,WEFLYN,2023-09-04,15:03,145.0,80,AV LIBERTADOR,R03,ERROR,65.0,61.0
1754,6611172,1932-01-01,10:14,89.0,60,AV SIEMPRE VIVA,R02,APELADA,29.0,26.0
1760,PIW4215,1932-01-01,10:14,137.0,80,AV SIEMPRE VIVA,R03,ERROR,57.0,53.0
1761,GCP332,2020-08-02,09:12,89.0,40,AV SIEMPRE VIVA,R01,APELADA,49.0,47.0
1763,GCP332,2020-06-11,10:15,110.0,40,RUTA 9,R02,ERROR,70.0,68.0
1766,GN64OTP,1932-01-01,15:04,123.0,60,AV LIBERTADOR,R01,PAGADA,63.0,60.0
1767,AWS167,1932-01-01,10:15,128.0,80,AV LIBERTADOR,R02,APELADA,48.0,44.0
1770,VTIIAHV,1932-01-01,09:12,143.0,80,RUTA 9,R03,APELADA,63.0,59.0
1777,81ZFJD,1932-01-01,19:17,116.0,60,AV LIBERTADOR,R01,ERROR,56.0,53.0
1780,M20CPR,1932-01-01,10:16,150.0,80,AV LIBERTADOR,R03,APELADA,70.0,66.0
1788,831MDB,2020-03-22,10:16,105.0,80,AV SIEMPRE VIVA,R03,ERROR,25.0,21.0
1790,CT5B876,2023-03-24,15:05,59.0,40,AV LIBERTADOR,R03,PAGADA,19.0,17.0
1793,GOOGLE,1932-01-01,19:17,129.0,80,AV LIBERTADOR,R02,ERROR,49.0,45.0
1794,6EVY261,1932-01-01,00:00,65.0,60,RUTA 9,R02,PAGADA,5.0,2.0
